Wall time,Step,Value
1608408018.944005,0,0.96875
1608408027.110607,100,1.0
1608408035.050274,200,1.0
1608408043.2456853,300,1.0
1608408051.4897785,400,1.0
1608408062.6060336,500,1.0
1608408073.7096207,600,1.0
1608408084.8454413,700,1.0
