Wall time,Step,Value
1603283394.9853137,0,0.7577883005142212
1603283415.13411,100,0.31953194737434387
1603283435.3514555,200,0.26570001244544983
1603283455.6085927,300,0.2543116509914398
1603283475.8833773,400,0.24704183638095856
1603283496.1623785,500,0.2370041012763977
1603283516.5395424,600,0.23665162920951843
1603283536.9735756,700,0.2308855652809143
1603283557.5406253,800,0.24576826393604279
1603283578.151594,900,0.24080537259578705
1603283598.757779,1000,0.2448558658361435
1603283619.4339693,1100,0.24617449939250946
1603283640.0543568,1200,0.23614412546157837
1603283660.7162502,1300,0.24154889583587646
1603283681.426812,1400,0.24911494553089142
1603283702.236185,1500,0.2548161447048187
1603283722.9846706,1600,0.24686843156814575
1603283743.781349,1700,0.2498541921377182
1603283764.6500752,1800,0.24352286756038666
1603283785.4979825,1900,0.23879049718379974
1603283806.443062,2000,0.24797575175762177
1603283827.282131,2100,0.24917183816432953
1603283848.736394,2200,0.23959405720233917
1603283900.678108,2300,0.0497683621942997
1603283952.5956063,2400,0.015590469352900982
1603284004.5351665,2500,0.011197641491889954
1603284056.5207741,2600,0.0075515578500926495
1603284108.6249876,2700,0.008465760387480259
1603284160.8956215,2800,0.009540108032524586
1603284213.2225935,2900,0.005922125652432442
1603284265.460598,3000,0.004752641078084707
1603284317.7967758,3100,0.0061296578496694565
1603284370.1971424,3200,0.004597977269440889
1603284422.6016102,3300,0.0055624814704060555
1603284474.9795492,3400,0.004215239081531763
1603284527.3357723,3500,0.0049709477461874485
1603284579.8050542,3600,0.00254091527312994
1603284632.34621,3700,0.007041967939585447
1603284684.693312,3800,0.002715897746384144
1603284737.2441442,3900,0.00619819900020957
1603284789.7043223,4000,0.004552589729428291
1603284842.3164682,4100,0.004585228860378265
1603284894.8314905,4200,0.003301226766780019
1603284947.350601,4300,0.0042839376255869865
1603285000.2189064,4400,2.3802514988346957e-05
1603285052.6758292,4500,0.002384773688390851
1603285105.3704872,4600,0.0031684020068496466
1603285157.9648254,4700,0.003476293059065938
1603285210.6593118,4800,0.003983343485742807
1603285263.3156478,4900,0.00184402905870229
1603285315.890387,5000,0.005936986301094294
1603285368.5740554,5100,0.004033529199659824
1603285421.298091,5200,0.0028956050518900156
1603285473.99145,5300,0.0003391929785721004
1603285526.6735432,5400,0.0014780113706365228
1603285579.369783,5500,0.004402935039252043
1603285632.1125207,5600,0.0033962149173021317
1603285684.788419,5700,0.004939618054777384
1603285737.5141902,5800,0.0029839312192052603
1603285790.1757908,5900,0.0040517328307032585
1603285842.9043376,6000,0.002021295251324773
1603285895.597059,6100,0.0019946028478443623
1603285948.3813546,6200,0.003911634907126427
1603286001.051575,6300,0.0022488231770694256
1603286053.7484665,6400,0.001550839515402913
1603286106.3691711,6500,0.002321781823411584
