Wall time,Step,Value
1603283394.9855576,0,0.4375
1603283415.1342564,100,0.8581249713897705
1603283435.3515728,200,0.8849218487739563
1603283455.6087275,300,0.8902343511581421
1603283475.8835144,400,0.8938281536102295
1603283496.162501,500,0.8979687690734863
1603283516.539659,600,0.9013281464576721
1603283536.9737408,700,0.9009374976158142
1603283557.5407486,800,0.8971093893051147
1603283578.1517916,900,0.8979687690734863
1603283598.7579746,1000,0.8978906273841858
1603283619.4341202,1100,0.8961718678474426
1603283640.0545776,1200,0.9016406536102295
1603283660.7164314,1300,0.9014062285423279
1603283681.4270184,1400,0.8951562643051147
1603283702.2363644,1500,0.8934375047683716
1603283722.9848487,1600,0.8968750238418579
1603283743.7815263,1700,0.8968750238418579
1603283764.6502128,1800,0.9001562595367432
1603283785.4981515,1900,0.8999218940734863
1603283806.4432285,2000,0.8956249952316284
1603283827.2823102,2100,0.8971093893051147
1603283848.736659,2200,0.8828125
1603283900.6782606,2300,0.9814062714576721
1603283952.595798,2400,0.9952343702316284
1603284004.535362,2500,0.9957031011581421
1603284056.520967,2600,0.9975781440734863
1603284108.6251445,2700,0.9970312714576721
1603284160.8957374,2800,0.9971093535423279
1603284213.222746,2900,0.9977343678474426
1603284265.4607718,3000,0.9985156059265137
1603284317.7969372,3100,0.9979687333106995
1603284370.197327,3200,0.9985937476158142
1603284422.6017728,3300,0.9982812404632568
1603284474.9797163,3400,0.9983593821525574
1603284527.3359501,3500,0.9985937476158142
1603284579.8052263,3600,0.998828113079071
1603284632.3463998,3700,0.9982812404632568
1603284684.6934662,3800,0.9990624785423279
1603284737.2443402,3900,0.9982812404632568
1603284789.7045035,4000,0.9987499713897705
1603284842.3166196,4100,0.9982812404632568
1603284894.8316193,4200,0.9982812404632568
1603284947.3508363,4300,0.9987499713897705
1603285000.219217,4400,1.0
1603285052.676023,4500,0.999218761920929
1603285105.3706431,4600,0.9987499713897705
1603285157.965032,4700,0.998828113079071
1603285210.659438,4800,0.9989062547683716
1603285263.3158076,4900,0.9993749856948853
1603285315.8905606,5000,0.998828113079071
1603285368.5742674,5100,0.9985937476158142
1603285421.2982814,5200,0.9990624785423279
1603285473.9916434,5300,0.9999218583106995
1603285526.6737096,5400,0.9994531273841858
1603285579.3700106,5500,0.9986718893051147
1603285632.1127164,5600,0.9989843964576721
1603285684.7885485,5700,0.9990624785423279
1603285737.514385,5800,0.9991406202316284
1603285790.175944,5900,0.9987499713897705
1603285842.904531,6000,0.999218761920929
1603285895.597256,6100,0.9992969036102295
1603285948.3814988,6200,0.9984375238418579
1603286001.0517237,6300,0.9991406202316284
1603286053.7486029,6400,0.9995312690734863
1603286106.3693929,6500,0.999218761920929
