Wall time,Step,Value
1603299208.6831796,0,0.6918081641197205
1603299218.9135995,100,0.24868156015872955
1603299229.1383207,200,0.07841861248016357
1603299239.3639326,300,0.058098386973142624
1603299249.6036665,400,0.05067862570285797
1603299259.8543732,500,0.0396466888487339
1603299270.1151674,600,0.03112133778631687
1603299280.3534696,700,0.03116110898554325
1603299290.592176,800,0.027648022398352623
1603299300.8385117,900,0.027122480794787407
1603299311.0421515,1000,0.025293905287981033
1603299321.261975,1100,0.02749020792543888
1603299331.481028,1200,0.029163429513573647
1603299341.708127,1300,0.029018856585025787
1603299351.946162,1400,0.024401089176535606
1603299362.1685827,1500,0.025330889970064163
1603299372.403505,1600,0.0175169687718153
1603299382.628144,1700,0.022741563618183136
1603299392.9021044,1800,0.018356624990701675
1603299403.147516,1900,0.0187399722635746
1603299413.37346,2000,0.018376991152763367
1603299423.6016836,2100,0.020967770367860794
1603299434.0748646,2200,0.009991760365664959
1603299444.2904246,2300,0.01833409257233143
1603299454.5379102,2400,0.019697071984410286
1603299464.7603254,2500,0.0180627703666687
1603299474.9720473,2600,0.015286433510482311
1603299485.1715636,2700,0.017793750390410423
1603299495.3804715,2800,0.017839603126049042
1603299505.604632,2900,0.017245234921574593
1603299515.8460405,3000,0.014367204159498215
1603299526.0501642,3100,0.017127418890595436
1603299536.2868643,3200,0.016927022486925125
1603299546.5044594,3300,0.014193893410265446
1603299556.7247183,3400,0.015481086447834969
1603299566.9302166,3500,0.014238548465073109
1603299577.140202,3600,0.013515541329979897
1603299587.3799968,3700,0.013125651516020298
1603299597.576408,3800,0.012836659327149391
1603299607.8009508,3900,0.01580028608441353
1603299618.0199888,4000,0.013855199329555035
1603299628.2200973,4100,0.01566309668123722
1603299638.4243133,4200,0.014180331490933895
1603299648.6419697,4300,0.013525018468499184
1603299659.0897846,4400,0.0006932367105036974
1603299669.318617,4500,0.014845949597656727
1603299679.53558,4600,0.012935969047248363
1603299689.7456517,4700,0.012352082878351212
1603299699.9234629,4800,0.013605793938040733
1603299710.1390047,4900,0.010995550081133842
1603299720.3489347,5000,0.010606329888105392
1603299730.5455742,5100,0.011562255211174488
1603299740.7731607,5200,0.012855533510446548
1603299751.0009105,5300,0.011738059110939503
1603299761.21545,5400,0.00999393593519926
1603299771.4267871,5500,0.012053285725414753
1603299781.6507618,5600,0.011202781461179256
1603299791.8654196,5700,0.014531407505273819
1603299802.073833,5800,0.011229177936911583
1603299812.2963042,5900,0.01031773816794157
1603299822.524739,6000,0.011828950606286526
1603299832.7402396,6100,0.011452405713498592
1603299842.9394736,6200,0.010597439482808113
1603299853.1407394,6300,0.010853356681764126
1603299863.3576968,6400,0.008669685572385788
1603299873.5821419,6500,0.011552732437849045
